segment_id,bin_start_ka,bin_end_ka,bin_center_ka,dt_ka,lr04,co2,in_response_interval,same_type_history_complete,precession_index,pre_phase_unwrapped_rad,pre_phase_rad,pre_phase_deg,pre_phase_sin,pre_phase_cos,pre_phase_extrapolated,event_count,same_type_history_count,dataset_id,dataset_label,lr04_scaled,co2_scaled,ecc,ecc_scaled,obl_deg,obl_scaled,insol65n_Wm2,insol65n_scaled,B,BP,B_ecc,BP_ecc,B_obl,BP_obl,B_insol65n,BP_insol65n
Barker2011,0.0,0.2,0.1,0.2,3.23,284.2548271107137,True,True,0.0164985,21.72411319957342,2.8745572780346613,164.70000000000005,0.2638730499653724,-0.9645574184577982,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.4861859109190663,0.499140738606788,0.016773,-0.27407258972624,23.45881154126959,0.051695120606463585,479.54088897705077,-0.12472505625007399,0.1674035903655377,0.08213410599573479,0.21290866012809517,0.10010416307749997,0.1669628816567437,0.07965597127275896,0.11666008579980605,0.08187852811507063
Barker2011,0.2,0.4,0.30000000000000004,0.2,3.23,277.9779031582055,True,True,0.016744000000000002,21.786945052645216,2.937389131106457,168.3,0.20278729535651233,-0.9792228106217659,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.4861859109190663,0.4459367637622799,0.016868,-0.27199844449240734,23.484766529389017,0.06260224153585642,479.80687408447267,-0.12253590441944148,0.146488092331172,0.07139514361674167,0.18542640959842727,0.08681800776460379,0.14629567086306022,0.06951412770354945,0.1030652730251395,0.07137443074357801
Barker2011,0.4,0.6,0.5,0.19999999999999996,3.23,282.14747448550645,True,True,0.01693,21.84977690571701,3.0002209841782523,171.9,0.14090123193758286,-0.9900236577165575,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.4861859109190663,0.48127856010847564,0.0169635,-0.26991338270471255,23.510721517508447,0.07350936246525075,480.0728591918945,-0.12034675258880945,0.16006818770234002,0.0792484988663124,0.2028860952628691,0.09626392966102343,0.16003313281524142,0.07730473414580183,0.11247577076896668,0.07934023250588793
Barker2011,0.6,0.8,0.7,0.20000000000000007,3.23,282.45326267420137,True,True,0.017053,21.912608758788807,3.063052837250048,175.49999999999997,0.07845909572784551,-0.996917333733128,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.4861859109190663,0.48387045818182595,0.0170545,-0.26792656990177816,23.5365905619586,0.08438036710017405,480.3388442993164,-0.11815760075817695,0.16111231601726625,0.0805839359735501,0.20403282457459698,0.0977331646343625,0.1612664350389907,0.07881738383711243,0.11351889281757284,0.0808054156314948
Barker2011,0.8,1.0,0.9,0.19999999999999996,3.23,281.0402360883566,True,True,0.01711,21.975440611860602,3.1258846903218434,179.09999999999997,0.015707317311821598,-0.9998766324816606,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.4861859109190663,0.4718934720821512,0.0171405,-0.26604892263746655,23.56237366273949,0.0952152554406308,480.6048294067383,-0.11596844892754445,0.15634376061935076,0.07889382330340348,0.19763618752710158,0.09551297193550323,0.1566825483630543,0.07739888485553995,0.11065731925985013,0.07922912839380082
Barker2011,1.0,1.2,1.1,0.19999999999999996,3.225,279.0387126535184,True,True,0.0170985,22.036028470179836,3.1864725486410777,182.57142857142867,-0.044864830350516575,-0.9989930665413146,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.48880920577740833,0.4549283147401903,0.0172185,-0.26434594023495134,23.58801352407159,0.10598994995697264,481.1051620483398,-0.11185053372205207,0.14873709891265646,0.07563195062291117,0.18770124633740418,0.09143629148266047,0.1492350504778241,0.07442477379192748,0.10603707849327405,0.07608919040449834
Barker2011,1.2,1.4,1.2999999999999998,0.19999999999999996,3.215,279.1302424127868,True,True,0.0170175,22.095868330248212,3.2463124087094535,186.00000000000003,-0.10452846326765393,-0.9945218953682733,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.4940557954940926,0.4557041321702697,0.01729,-0.2627848730326458,23.613481498065156,0.1166924118843784,481.683610534668,-0.10708969739160545,0.14686117503940443,0.07556533584347122,0.18532510357949214,0.09129055050172301,0.14751318027786522,0.07454619640823049,0.10526331633659425,0.07612860329231794
Barker2011,1.4,1.6,1.5,0.20000000000000018,3.205,279.26147551419257,True,True,0.01687,22.155708190316588,3.3061522687778293,189.4285714285714,-0.163817911415137,-0.9864905939235216,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.4993023852107767,0.45681647998247626,0.017356,-0.26134388792282526,23.63880623260994,0.12733467998767226,482.2620590209961,-0.10232886106115932,0.14513137839802479,0.07569369784398933,0.1831493582974747,0.09138142773827079,0.14593324152794654,0.07486066533953578,0.10457914251673153,0.07634505305554794
Barker2011,1.6,1.8,1.7000000000000002,0.19999999999999996,3.1950000000000003,279.535844222272,True,True,0.016658,22.215548050384967,3.3659921288462087,192.85714285714295,-0.222520933956316,-0.9749279121818233,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.5045489749274608,0.4591420626967521,0.0174185,-0.25997931869004065,23.663901784036668,0.13788063797238165,482.8405075073242,-0.09756802473071317,0.14385911553658826,0.07619629354708886,0.18157326251297257,0.09192468396636193,0.1448083094974993,0.07554507976676182,0.10420062720130041,0.07691920296936532
Barker2011,1.8,2.0,1.9,0.19999999999999996,3.185,277.5153846153846,True,True,0.016384,22.275387910453343,3.4258319889145845,196.2857142857143,-0.2804273893060032,-0.959875241542889,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.509795564644145,0.442016400045347,0.017481,-0.2586147494572561,23.688768152345347,0.1483302858385111,483.41895599365233,-0.09280718840026704,0.13580711428489559,0.07283594082524077,0.1712093866400882,0.08778313845872807,0.1368544253978805,0.07242625701294166,0.09911491602039141,0.07359082825638007
Barker2011,2.0,2.2,2.1,0.20000000000000018,3.1910000000000003,276.8905719916522,True,True,0.0160505,22.33522777052172,3.4856718489829603,199.71428571428567,-0.3373299873828293,-0.9413864666609034,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.5066476108141343,0.4367204118563701,0.017544999999999998,-0.2572174305628847,23.713348041756458,0.15865954605641222,484.2035308837891,-0.08634985861342738,0.13519710025078402,0.07407582373584236,0.1701799376152455,0.08908407918696676,0.13640067488998525,0.07388098304836682,0.09969462652523037,0.07494768758489596
Barker2011,2.2,2.4,2.3,0.19999999999999973,3.213,276.9084167223091,True,True,0.01566,22.395067630590095,3.545511709051336,203.14285714285705,-0.3930250316539219,-0.9195277725514514,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.49510511343742936,0.4368716659751324,0.017612,-0.2557546123453396,23.73767010015976,0.16888045739090923,485.0568145751953,-0.07932703100779065,0.13967500231302696,0.07875979206909152,0.17540551752399738,0.09439188383855937,0.14109801035085504,0.07880623732182233,0.10427279354321715,0.07981663848757614
Barker2011,2.4,2.6,2.5,0.20000000000000018,3.2350000000000003,277.82990242498386,True,True,0.015213500000000001,22.454907490658474,3.6053515691197155,206.5714285714286,-0.447313148315633,-0.8943774076663367,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.4835626160607241,0.4446822914527745,0.0176805,-0.2542590444662077,23.761648383885987,0.17895690354753405,485.91009826660155,-0.07230420340215346,0.14710058833160056,0.08562681717014678,0.18439257410913304,0.10227757682980307,0.14878335656824093,0.08593670885451231,0.11107271218778259,0.08688790426330918
Barker2011,2.6,2.8,2.7,0.19999999999999973,3.257,278.37331056015245,True,True,0.0147135,22.51474735072685,3.6651914291880914,209.99999999999997,-0.4999999999999994,-0.866025403784439,False,0,0.0,barker_variable_threshold_speleo_0_400,"Barker variable-threshold D-O warmings, SpeleoAge 0-400 ka",-0.47202011868401905,0.44928828524408976,0.017752499999999997,-0.2526870607100399,23.785282892935133,0.1888888845262852,486.7633819580078,-0.06528137579651627,0.1536805421195544,0.0923926772240661,0.19223806465706783,0.10997919166240205,0.15562999450030535,0.09301297292426247,0.11741481788966743,0.09385614948327534
